2026-02-03 00:06:47.345917 -Reason : Allowed Packet : 192.168.0.139 - Packet :{'source_ip': '192.168.0.139', 'destination_ip': '10.10.180.254', 'port': 18709, 'protocol': 'UDP'} 
2026-02-03 00:24:47.872400 -Reason : Allowed Packet : 192.168.127.77 - Packet :{'source_ip': '192.168.127.77', 'destination_ip': '10.10.211.211', 'port': 54515, 'protocol': 'UDP'} 
2026-02-03 00:24:47.875932 -Reason : Allowed Packet : 192.168.243.66 - Packet :{'source_ip': '192.168.243.66', 'destination_ip': '10.10.174.6', 'port': 38744, 'protocol': 'UDP'} 
2026-02-03 00:24:47.895973 -Reason : Allowed Packet : 192.168.176.100 - Packet :{'source_ip': '192.168.176.100', 'destination_ip': '10.10.27.7', 'port': 10922, 'protocol': 'TCP'} 
2026-02-03 00:24:47.919650 -Reason : Allowed Packet : 192.168.204.147 - Packet :{'source_ip': '192.168.204.147', 'destination_ip': '10.10.7.52', 'port': 18507, 'protocol': 'TCP'} 
2026-02-03 00:24:48.259050 -Reason : Allowed Packet : 192.168.225.227 - Packet :{'source_ip': '192.168.225.227', 'destination_ip': '10.10.166.36', 'port': 44244, 'protocol': 'TCP'} 
2026-02-03 00:24:48.435093 -Reason : Allowed Packet : 192.168.58.26 - Packet :{'source_ip': '192.168.58.26', 'destination_ip': '10.10.21.59', 'port': 32713, 'protocol': 'TCP'} 
2026-02-03 00:24:48.525091 -Reason : Allowed Packet : 192.168.117.102 - Packet :{'source_ip': '192.168.117.102', 'destination_ip': '10.10.151.97', 'port': 37060, 'protocol': 'TCP'} 
2026-02-03 00:24:48.797047 -Reason : Allowed Packet : 192.168.204.42 - Packet :{'source_ip': '192.168.204.42', 'destination_ip': '10.10.197.164', 'port': 34525, 'protocol': 'UDP'} 
2026-02-03 00:24:48.822500 -Reason : Allowed Packet : 192.168.171.69 - Packet :{'source_ip': '192.168.171.69', 'destination_ip': '10.10.115.234', 'port': 18087, 'protocol': 'TCP'} 
2026-02-03 00:24:48.874579 -Reason : Allowed Packet : 192.168.148.51 - Packet :{'source_ip': '192.168.148.51', 'destination_ip': '10.10.153.24', 'port': 26223, 'protocol': 'UDP'} 
2026-02-03 00:24:48.878109 -Reason : Allowed Packet : 192.168.78.66 - Packet :{'source_ip': '192.168.78.66', 'destination_ip': '10.10.88.10', 'port': 64520, 'protocol': 'ICMP'} 
2026-02-03 00:24:48.898574 -Reason : Allowed Packet : 192.168.137.205 - Packet :{'source_ip': '192.168.137.205', 'destination_ip': '10.10.187.127', 'port': 30192, 'protocol': 'UDP'} 
2026-02-03 00:24:48.923376 -Reason : Allowed Packet : 192.168.212.81 - Packet :{'source_ip': '192.168.212.81', 'destination_ip': '10.10.159.10', 'port': 10518, 'protocol': 'TCP'} 
2026-02-03 00:24:49.261911 -Reason : Allowed Packet : 192.168.135.33 - Packet :{'source_ip': '192.168.135.33', 'destination_ip': '10.10.241.179', 'port': 62417, 'protocol': 'UDP'} 
2026-02-03 00:24:49.442592 -Reason : Allowed Packet : 192.168.80.57 - Packet :{'source_ip': '192.168.80.57', 'destination_ip': '10.10.1.228', 'port': 23999, 'protocol': 'ICMP'} 
2026-02-03 00:24:49.527942 -Reason : Allowed Packet : 192.168.153.102 - Packet :{'source_ip': '192.168.153.102', 'destination_ip': '10.10.22.30', 'port': 64570, 'protocol': 'TCP'} 
2026-02-03 00:24:49.799496 -Reason : Allowed Packet : 192.168.212.246 - Packet :{'source_ip': '192.168.212.246', 'destination_ip': '10.10.147.111', 'port': 9650, 'protocol': 'ICMP'} 
2026-02-03 00:24:49.825698 -Reason : Allowed Packet : 192.168.137.234 - Packet :{'source_ip': '192.168.137.234', 'destination_ip': '10.10.210.183', 'port': 59108, 'protocol': 'UDP'} 
2026-02-03 00:24:49.878823 -Reason : Allowed Packet : 192.168.168.226 - Packet :{'source_ip': '192.168.168.226', 'destination_ip': '10.10.1.183', 'port': 11200, 'protocol': 'UDP'} 
2026-02-03 00:24:49.883041 -Reason : Allowed Packet : 192.168.153.232 - Packet :{'source_ip': '192.168.153.232', 'destination_ip': '10.10.252.205', 'port': 8352, 'protocol': 'ICMP'} 
2026-02-03 00:24:49.904724 -Reason : Allowed Packet : 192.168.131.151 - Packet :{'source_ip': '192.168.131.151', 'destination_ip': '10.10.65.206', 'port': 12873, 'protocol': 'UDP'} 
2026-02-03 00:24:49.930239 -Reason : Allowed Packet : 192.168.174.98 - Packet :{'source_ip': '192.168.174.98', 'destination_ip': '10.10.205.63', 'port': 50024, 'protocol': 'UDP'} 
2026-02-03 00:24:50.265727 -Reason : Allowed Packet : 192.168.193.233 - Packet :{'source_ip': '192.168.193.233', 'destination_ip': '10.10.61.199', 'port': 3032, 'protocol': 'TCP'} 
2026-02-03 00:24:50.449018 -Reason : Allowed Packet : 192.168.133.156 - Packet :{'source_ip': '192.168.133.156', 'destination_ip': '10.10.37.239', 'port': 45521, 'protocol': 'UDP'} 
2026-02-03 00:24:50.529874 -Reason : Allowed Packet : 192.168.57.17 - Packet :{'source_ip': '192.168.57.17', 'destination_ip': '10.10.13.221', 'port': 10052, 'protocol': 'TCP'} 
2026-02-03 00:24:50.804381 -Reason : Allowed Packet : 192.168.196.27 - Packet :{'source_ip': '192.168.196.27', 'destination_ip': '10.10.69.98', 'port': 57068, 'protocol': 'ICMP'} 
2026-02-03 00:24:50.829257 -Reason : Allowed Packet : 192.168.185.164 - Packet :{'source_ip': '192.168.185.164', 'destination_ip': '10.10.123.235', 'port': 6090, 'protocol': 'ICMP'} 
2026-02-03 00:24:50.882541 -Reason : Allowed Packet : 192.168.211.74 - Packet :{'source_ip': '192.168.211.74', 'destination_ip': '10.10.9.254', 'port': 26090, 'protocol': 'UDP'} 
2026-02-03 00:24:50.888929 -Reason : Allowed Packet : 192.168.228.97 - Packet :{'source_ip': '192.168.228.97', 'destination_ip': '10.10.143.33', 'port': 4576, 'protocol': 'TCP'} 
2026-02-03 00:24:50.917084 -Reason : Allowed Packet : 192.168.216.38 - Packet :{'source_ip': '192.168.216.38', 'destination_ip': '10.10.89.140', 'port': 5228, 'protocol': 'ICMP'} 
2026-02-03 00:24:50.933092 -Reason : Allowed Packet : 192.168.124.101 - Packet :{'source_ip': '192.168.124.101', 'destination_ip': '10.10.64.123', 'port': 27961, 'protocol': 'TCP'} 
2026-02-03 00:24:51.269987 -Reason : Allowed Packet : 192.168.130.96 - Packet :{'source_ip': '192.168.130.96', 'destination_ip': '10.10.2.16', 'port': 24144, 'protocol': 'ICMP'} 
2026-02-03 00:24:51.461348 -Reason : Allowed Packet : 192.168.72.30 - Packet :{'source_ip': '192.168.72.30', 'destination_ip': '10.10.83.208', 'port': 39688, 'protocol': 'UDP'} 
2026-02-03 00:24:51.534634 -Reason : Allowed Packet : 192.168.72.11 - Packet :{'source_ip': '192.168.72.11', 'destination_ip': '10.10.189.70', 'port': 51019, 'protocol': 'UDP'} 
2026-02-03 00:24:51.808031 -Reason : Allowed Packet : 192.168.81.242 - Packet :{'source_ip': '192.168.81.242', 'destination_ip': '10.10.18.59', 'port': 15854, 'protocol': 'UDP'} 
2026-02-03 00:24:51.832920 -Reason : Allowed Packet : 192.168.135.218 - Packet :{'source_ip': '192.168.135.218', 'destination_ip': '10.10.102.253', 'port': 46222, 'protocol': 'TCP'} 
2026-02-03 00:24:51.886529 -Reason : Allowed Packet : 192.168.248.23 - Packet :{'source_ip': '192.168.248.23', 'destination_ip': '10.10.142.70', 'port': 14342, 'protocol': 'UDP'} 
2026-02-03 00:24:51.899588 -Reason : Allowed Packet : 192.168.125.221 - Packet :{'source_ip': '192.168.125.221', 'destination_ip': '10.10.202.126', 'port': 49687, 'protocol': 'TCP'} 
2026-02-03 00:24:51.925660 -Reason : Allowed Packet : 192.168.125.57 - Packet :{'source_ip': '192.168.125.57', 'destination_ip': '10.10.250.160', 'port': 11046, 'protocol': 'TCP'} 
2026-02-03 00:24:51.951712 -Reason : Allowed Packet : 192.168.50.109 - Packet :{'source_ip': '192.168.50.109', 'destination_ip': '10.10.164.103', 'port': 24623, 'protocol': 'TCP'} 
2026-02-03 00:24:52.276633 -Reason : Allowed Packet : 192.168.124.141 - Packet :{'source_ip': '192.168.124.141', 'destination_ip': '10.10.39.199', 'port': 16595, 'protocol': 'TCP'} 
2026-02-03 00:24:52.465147 -Reason : Allowed Packet : 192.168.194.207 - Packet :{'source_ip': '192.168.194.207', 'destination_ip': '10.10.252.34', 'port': 65227, 'protocol': 'ICMP'} 
2026-02-03 00:24:52.539090 -Reason : Allowed Packet : 192.168.29.239 - Packet :{'source_ip': '192.168.29.239', 'destination_ip': '10.10.142.204', 'port': 49099, 'protocol': 'TCP'} 
2026-02-03 00:24:52.810743 -Reason : Allowed Packet : 192.168.127.48 - Packet :{'source_ip': '192.168.127.48', 'destination_ip': '10.10.72.46', 'port': 62979, 'protocol': 'ICMP'} 
2026-02-03 00:24:52.837376 -Reason : Allowed Packet : 192.168.89.196 - Packet :{'source_ip': '192.168.89.196', 'destination_ip': '10.10.15.244', 'port': 16874, 'protocol': 'TCP'} 
2026-02-03 00:24:52.889241 -Reason : Allowed Packet : 192.168.192.167 - Packet :{'source_ip': '192.168.192.167', 'destination_ip': '10.10.246.127', 'port': 30074, 'protocol': 'ICMP'} 
2026-02-03 00:24:52.904512 -Reason : Allowed Packet : 192.168.138.34 - Packet :{'source_ip': '192.168.138.34', 'destination_ip': '10.10.129.7', 'port': 5983, 'protocol': 'UDP'} 
2026-02-03 00:24:52.935138 -Reason : Allowed Packet : 192.168.39.189 - Packet :{'source_ip': '192.168.39.189', 'destination_ip': '10.10.129.110', 'port': 14794, 'protocol': 'TCP'} 
2026-02-03 00:24:52.960904 -Reason : Allowed Packet : 192.168.95.64 - Packet :{'source_ip': '192.168.95.64', 'destination_ip': '10.10.113.237', 'port': 55391, 'protocol': 'UDP'} 
2026-02-03 00:24:53.280030 -Reason : Allowed Packet : 192.168.144.147 - Packet :{'source_ip': '192.168.144.147', 'destination_ip': '10.10.123.221', 'port': 55051, 'protocol': 'UDP'} 
2026-02-03 00:24:53.467053 -Reason : Allowed Packet : 192.168.108.103 - Packet :{'source_ip': '192.168.108.103', 'destination_ip': '10.10.210.132', 'port': 31971, 'protocol': 'ICMP'} 
2026-02-03 00:24:53.542312 -Reason : Allowed Packet : 192.168.250.69 - Packet :{'source_ip': '192.168.250.69', 'destination_ip': '10.10.27.60', 'port': 19412, 'protocol': 'TCP'} 
2026-02-03 00:24:53.816086 -Reason : Allowed Packet : 192.168.22.234 - Packet :{'source_ip': '192.168.22.234', 'destination_ip': '10.10.130.210', 'port': 41484, 'protocol': 'ICMP'} 
2026-02-03 00:24:53.840588 -Reason : Allowed Packet : 192.168.117.88 - Packet :{'source_ip': '192.168.117.88', 'destination_ip': '10.10.102.202', 'port': 17450, 'protocol': 'UDP'} 
2026-02-03 00:24:53.895078 -Reason : Allowed Packet : 192.168.169.35 - Packet :{'source_ip': '192.168.169.35', 'destination_ip': '10.10.49.188', 'port': 967, 'protocol': 'ICMP'} 
2026-02-03 00:24:53.911387 -Reason : Allowed Packet : 192.168.45.204 - Packet :{'source_ip': '192.168.45.204', 'destination_ip': '10.10.40.160', 'port': 26821, 'protocol': 'TCP'} 
2026-02-03 00:24:53.948388 -Reason : Allowed Packet : 192.168.84.171 - Packet :{'source_ip': '192.168.84.171', 'destination_ip': '10.10.23.217', 'port': 62100, 'protocol': 'UDP'} 
2026-02-03 00:24:53.980677 -Reason : Allowed Packet : 192.168.0.197 - Packet :{'source_ip': '192.168.0.197', 'destination_ip': '10.10.85.185', 'port': 49422, 'protocol': 'UDP'} 
2026-02-03 00:24:54.291695 -Reason : Allowed Packet : 192.168.113.6 - Packet :{'source_ip': '192.168.113.6', 'destination_ip': '10.10.116.12', 'port': 66218, 'protocol': 'TCP'} 
2026-02-03 00:24:54.470788 -Reason : Allowed Packet : 192.168.116.24 - Packet :{'source_ip': '192.168.116.24', 'destination_ip': '10.10.56.103', 'port': 52236, 'protocol': 'TCP'} 
2026-02-03 00:24:54.545071 -Reason : Allowed Packet : 192.168.185.112 - Packet :{'source_ip': '192.168.185.112', 'destination_ip': '10.10.208.63', 'port': 16709, 'protocol': 'UDP'} 
2026-02-03 00:24:54.825423 -Reason : Allowed Packet : 192.168.96.80 - Packet :{'source_ip': '192.168.96.80', 'destination_ip': '10.10.34.116', 'port': 63535, 'protocol': 'ICMP'} 
2026-02-03 00:24:54.857622 -Reason : Allowed Packet : 192.168.156.20 - Packet :{'source_ip': '192.168.156.20', 'destination_ip': '10.10.116.105', 'port': 39452, 'protocol': 'ICMP'} 
2026-02-03 00:24:54.897294 -Reason : Allowed Packet : 192.168.74.223 - Packet :{'source_ip': '192.168.74.223', 'destination_ip': '10.10.205.77', 'port': 11205, 'protocol': 'ICMP'} 
2026-02-03 00:24:54.948264 -Reason : Allowed Packet : 192.168.17.252 - Packet :{'source_ip': '192.168.17.252', 'destination_ip': '10.10.162.102', 'port': 35559, 'protocol': 'UDP'} 
2026-02-03 00:24:54.995708 -Reason : Allowed Packet : 192.168.1.185 - Packet :{'source_ip': '192.168.1.185', 'destination_ip': '10.10.90.129', 'port': 45669, 'protocol': 'TCP'} 
2026-02-03 00:24:54.997230 -Reason : Allowed Packet : 192.168.77.133 - Packet :{'source_ip': '192.168.77.133', 'destination_ip': '10.10.254.211', 'port': 32979, 'protocol': 'TCP'} 
2026-02-03 00:24:55.298508 -Reason : Allowed Packet : 192.168.93.103 - Packet :{'source_ip': '192.168.93.103', 'destination_ip': '10.10.5.107', 'port': 47558, 'protocol': 'ICMP'} 
2026-02-03 00:24:55.473551 -Reason : Allowed Packet : 192.168.126.44 - Packet :{'source_ip': '192.168.126.44', 'destination_ip': '10.10.94.71', 'port': 13778, 'protocol': 'ICMP'} 
2026-02-03 00:24:55.548731 -Reason : Allowed Packet : 192.168.146.70 - Packet :{'source_ip': '192.168.146.70', 'destination_ip': '10.10.218.119', 'port': 20840, 'protocol': 'UDP'} 
2026-02-03 00:24:55.829060 -Reason : Allowed Packet : 192.168.203.166 - Packet :{'source_ip': '192.168.203.166', 'destination_ip': '10.10.19.227', 'port': 45110, 'protocol': 'UDP'} 
2026-02-03 00:24:55.861837 -Reason : Allowed Packet : 192.168.223.197 - Packet :{'source_ip': '192.168.223.197', 'destination_ip': '10.10.98.209', 'port': 45450, 'protocol': 'UDP'} 
2026-02-03 00:24:55.902840 -Reason : Allowed Packet : 192.168.57.107 - Packet :{'source_ip': '192.168.57.107', 'destination_ip': '10.10.88.75', 'port': 40543, 'protocol': 'TCP'} 
2026-02-03 00:24:55.952662 -Reason : Allowed Packet : 192.168.229.199 - Packet :{'source_ip': '192.168.229.199', 'destination_ip': '10.10.223.220', 'port': 7353, 'protocol': 'TCP'} 
2026-02-03 00:24:56.010784 -Reason : Allowed Packet : 192.168.236.8 - Packet :{'source_ip': '192.168.236.8', 'destination_ip': '10.10.145.133', 'port': 21263, 'protocol': 'UDP'} 
2026-02-03 00:24:56.012322 -Reason : Allowed Packet : 192.168.188.53 - Packet :{'source_ip': '192.168.188.53', 'destination_ip': '10.10.154.25', 'port': 46157, 'protocol': 'TCP'} 
2026-02-03 00:24:56.306074 -Reason : Allowed Packet : 192.168.215.104 - Packet :{'source_ip': '192.168.215.104', 'destination_ip': '10.10.22.242', 'port': 34762, 'protocol': 'ICMP'} 
2026-02-03 00:24:56.475780 -Reason : Allowed Packet : 192.168.239.243 - Packet :{'source_ip': '192.168.239.243', 'destination_ip': '10.10.211.246', 'port': 47291, 'protocol': 'TCP'} 
2026-02-03 00:24:56.553653 -Reason : Allowed Packet : 192.168.11.59 - Packet :{'source_ip': '192.168.11.59', 'destination_ip': '10.10.252.139', 'port': 64759, 'protocol': 'TCP'} 
2026-02-03 00:24:56.834474 -Reason : Allowed Packet : 192.168.240.46 - Packet :{'source_ip': '192.168.240.46', 'destination_ip': '10.10.231.21', 'port': 50448, 'protocol': 'TCP'} 
2026-02-03 00:24:56.864905 -Reason : Allowed Packet : 192.168.120.232 - Packet :{'source_ip': '192.168.120.232', 'destination_ip': '10.10.49.222', 'port': 23352, 'protocol': 'UDP'} 
2026-02-03 00:24:56.905476 -Reason : Allowed Packet : 192.168.138.4 - Packet :{'source_ip': '192.168.138.4', 'destination_ip': '10.10.182.92', 'port': 61112, 'protocol': 'TCP'} 
2026-02-03 00:24:56.957775 -Reason : Allowed Packet : 192.168.161.109 - Packet :{'source_ip': '192.168.161.109', 'destination_ip': '10.10.234.94', 'port': 51643, 'protocol': 'TCP'} 
2026-02-03 00:24:57.021917 -Reason : Allowed Packet : 192.168.113.32 - Packet :{'source_ip': '192.168.113.32', 'destination_ip': '10.10.117.80', 'port': 55045, 'protocol': 'UDP'} 
2026-02-03 00:24:57.025908 -Reason : Allowed Packet : 192.168.240.222 - Packet :{'source_ip': '192.168.240.222', 'destination_ip': '10.10.225.184', 'port': 10936, 'protocol': 'TCP'} 
2026-02-03 00:24:57.312568 -Reason : Allowed Packet : 192.168.64.38 - Packet :{'source_ip': '192.168.64.38', 'destination_ip': '10.10.148.185', 'port': 51263, 'protocol': 'TCP'} 
2026-02-03 00:24:57.480716 -Reason : Allowed Packet : 192.168.217.167 - Packet :{'source_ip': '192.168.217.167', 'destination_ip': '10.10.169.248', 'port': 5559, 'protocol': 'ICMP'} 
2026-02-03 00:24:57.557181 -Reason : Allowed Packet : 192.168.38.149 - Packet :{'source_ip': '192.168.38.149', 'destination_ip': '10.10.5.9', 'port': 10082, 'protocol': 'UDP'} 
2026-02-03 00:24:57.839022 -Reason : Allowed Packet : 192.168.190.188 - Packet :{'source_ip': '192.168.190.188', 'destination_ip': '10.10.109.0', 'port': 51169, 'protocol': 'ICMP'} 
2026-02-03 00:24:57.869655 -Reason : Allowed Packet : 192.168.40.9 - Packet :{'source_ip': '192.168.40.9', 'destination_ip': '10.10.40.76', 'port': 33725, 'protocol': 'TCP'} 
2026-02-03 00:24:57.912742 -Reason : Allowed Packet : 192.168.99.52 - Packet :{'source_ip': '192.168.99.52', 'destination_ip': '10.10.154.226', 'port': 25483, 'protocol': 'TCP'} 
2026-02-03 00:24:57.962152 -Reason : Allowed Packet : 192.168.28.35 - Packet :{'source_ip': '192.168.28.35', 'destination_ip': '10.10.99.148', 'port': 1766, 'protocol': 'ICMP'} 
2026-02-03 00:24:58.027405 -Reason : Allowed Packet : 192.168.18.85 - Packet :{'source_ip': '192.168.18.85', 'destination_ip': '10.10.115.60', 'port': 3380, 'protocol': 'UDP'} 
2026-02-03 00:24:58.033425 -Reason : Allowed Packet : 192.168.91.115 - Packet :{'source_ip': '192.168.91.115', 'destination_ip': '10.10.204.80', 'port': 20081, 'protocol': 'TCP'} 
2026-02-03 00:24:58.320359 -Reason : Allowed Packet : 192.168.124.76 - Packet :{'source_ip': '192.168.124.76', 'destination_ip': '10.10.138.29', 'port': 28658, 'protocol': 'TCP'} 
2026-02-03 00:24:58.484951 -Reason : Allowed Packet : 192.168.142.1 - Packet :{'source_ip': '192.168.142.1', 'destination_ip': '10.10.96.220', 'port': 22768, 'protocol': 'UDP'} 
2026-02-03 00:24:58.561818 -Reason : Allowed Packet : 192.168.64.82 - Packet :{'source_ip': '192.168.64.82', 'destination_ip': '10.10.24.129', 'port': 26118, 'protocol': 'ICMP'} 
2026-02-03 00:24:58.841633 -Reason : Allowed Packet : 192.168.141.209 - Packet :{'source_ip': '192.168.141.209', 'destination_ip': '10.10.64.113', 'port': 47382, 'protocol': 'TCP'} 
2026-02-03 00:24:58.874135 -Reason : Allowed Packet : 192.168.154.179 - Packet :{'source_ip': '192.168.154.179', 'destination_ip': '10.10.182.131', 'port': 59525, 'protocol': 'UDP'} 
2026-02-03 00:24:58.917176 -Reason : Allowed Packet : 192.168.198.87 - Packet :{'source_ip': '192.168.198.87', 'destination_ip': '10.10.126.74', 'port': 25358, 'protocol': 'UDP'} 
2026-02-03 00:24:58.966017 -Reason : Allowed Packet : 192.168.83.24 - Packet :{'source_ip': '192.168.83.24', 'destination_ip': '10.10.183.195', 'port': 60991, 'protocol': 'TCP'} 
2026-02-03 00:24:59.029176 -Reason : Allowed Packet : 192.168.218.99 - Packet :{'source_ip': '192.168.218.99', 'destination_ip': '10.10.234.40', 'port': 33194, 'protocol': 'UDP'} 
2026-02-03 00:24:59.042025 -Reason : Allowed Packet : 192.168.97.191 - Packet :{'source_ip': '192.168.97.191', 'destination_ip': '10.10.44.11', 'port': 63999, 'protocol': 'UDP'} 
2026-02-03 00:24:59.332537 -Reason : Allowed Packet : 192.168.63.239 - Packet :{'source_ip': '192.168.63.239', 'destination_ip': '10.10.211.224', 'port': 59000, 'protocol': 'ICMP'} 
2026-02-03 00:24:59.488207 -Reason : Allowed Packet : 192.168.121.136 - Packet :{'source_ip': '192.168.121.136', 'destination_ip': '10.10.175.232', 'port': 47231, 'protocol': 'TCP'} 
2026-02-03 00:24:59.565737 -Reason : Allowed Packet : 192.168.21.14 - Packet :{'source_ip': '192.168.21.14', 'destination_ip': '10.10.217.208', 'port': 47588, 'protocol': 'TCP'} 
2026-02-03 00:24:59.846125 -Reason : Allowed Packet : 192.168.36.116 - Packet :{'source_ip': '192.168.36.116', 'destination_ip': '10.10.210.237', 'port': 45105, 'protocol': 'ICMP'} 
2026-02-03 00:24:59.879696 -Reason : Allowed Packet : 192.168.44.34 - Packet :{'source_ip': '192.168.44.34', 'destination_ip': '10.10.126.200', 'port': 46565, 'protocol': 'ICMP'} 
2026-02-03 00:24:59.919391 -Reason : Allowed Packet : 192.168.107.41 - Packet :{'source_ip': '192.168.107.41', 'destination_ip': '10.10.114.37', 'port': 44958, 'protocol': 'TCP'} 
2026-02-03 00:24:59.970788 -Reason : Allowed Packet : 192.168.53.246 - Packet :{'source_ip': '192.168.53.246', 'destination_ip': '10.10.234.105', 'port': 10884, 'protocol': 'ICMP'} 
2026-02-03 00:25:00.033697 -Reason : Allowed Packet : 192.168.74.178 - Packet :{'source_ip': '192.168.74.178', 'destination_ip': '10.10.141.60', 'port': 54578, 'protocol': 'ICMP'} 
2026-02-03 00:25:00.045470 -Reason : Allowed Packet : 192.168.155.229 - Packet :{'source_ip': '192.168.155.229', 'destination_ip': '10.10.39.165', 'port': 39093, 'protocol': 'TCP'} 
2026-02-03 00:25:00.339043 -Reason : Allowed Packet : 192.168.220.4 - Packet :{'source_ip': '192.168.220.4', 'destination_ip': '10.10.242.14', 'port': 46434, 'protocol': 'TCP'} 
2026-02-03 00:25:00.493956 -Reason : Allowed Packet : 192.168.241.147 - Packet :{'source_ip': '192.168.241.147', 'destination_ip': '10.10.103.177', 'port': 11261, 'protocol': 'TCP'} 
2026-02-03 00:25:00.570056 -Reason : Allowed Packet : 192.168.167.204 - Packet :{'source_ip': '192.168.167.204', 'destination_ip': '10.10.25.136', 'port': 59202, 'protocol': 'UDP'} 
2026-02-03 00:25:00.849017 -Reason : Allowed Packet : 192.168.101.208 - Packet :{'source_ip': '192.168.101.208', 'destination_ip': '10.10.139.40', 'port': 53453, 'protocol': 'ICMP'} 
2026-02-03 00:25:00.884992 -Reason : Allowed Packet : 192.168.190.32 - Packet :{'source_ip': '192.168.190.32', 'destination_ip': '10.10.112.199', 'port': 36076, 'protocol': 'ICMP'} 
2026-02-03 00:25:00.922447 -Reason : Allowed Packet : 192.168.248.120 - Packet :{'source_ip': '192.168.248.120', 'destination_ip': '10.10.148.98', 'port': 30326, 'protocol': 'UDP'} 
2026-02-03 00:25:00.976434 -Reason : Allowed Packet : 192.168.155.147 - Packet :{'source_ip': '192.168.155.147', 'destination_ip': '10.10.201.173', 'port': 53410, 'protocol': 'ICMP'} 
2026-02-03 00:25:01.035731 -Reason : Allowed Packet : 192.168.9.161 - Packet :{'source_ip': '192.168.9.161', 'destination_ip': '10.10.109.121', 'port': 23428, 'protocol': 'TCP'} 
2026-02-03 00:25:01.048759 -Reason : Allowed Packet : 192.168.215.151 - Packet :{'source_ip': '192.168.215.151', 'destination_ip': '10.10.9.200', 'port': 29525, 'protocol': 'ICMP'} 
2026-02-03 00:25:01.344639 -Reason : Allowed Packet : 192.168.49.191 - Packet :{'source_ip': '192.168.49.191', 'destination_ip': '10.10.223.94', 'port': 22500, 'protocol': 'TCP'} 
2026-02-03 00:25:01.497636 -Reason : Allowed Packet : 192.168.170.149 - Packet :{'source_ip': '192.168.170.149', 'destination_ip': '10.10.79.248', 'port': 43818, 'protocol': 'ICMP'} 
2026-02-03 00:25:01.574057 -Reason : Allowed Packet : 192.168.54.179 - Packet :{'source_ip': '192.168.54.179', 'destination_ip': '10.10.34.240', 'port': 17903, 'protocol': 'TCP'} 
2026-02-03 00:25:01.852122 -Reason : Allowed Packet : 192.168.40.210 - Packet :{'source_ip': '192.168.40.210', 'destination_ip': '10.10.78.94', 'port': 63828, 'protocol': 'ICMP'} 
2026-02-03 00:25:01.889763 -Reason : Allowed Packet : 192.168.211.178 - Packet :{'source_ip': '192.168.211.178', 'destination_ip': '10.10.69.228', 'port': 16330, 'protocol': 'TCP'} 
2026-02-03 00:25:01.927326 -Reason : Allowed Packet : 192.168.55.168 - Packet :{'source_ip': '192.168.55.168', 'destination_ip': '10.10.32.118', 'port': 26206, 'protocol': 'TCP'} 
2026-02-03 00:25:01.982398 -Reason : Allowed Packet : 192.168.86.221 - Packet :{'source_ip': '192.168.86.221', 'destination_ip': '10.10.164.199', 'port': 46423, 'protocol': 'TCP'} 
2026-02-03 00:25:02.042176 -Reason : Allowed Packet : 192.168.119.26 - Packet :{'source_ip': '192.168.119.26', 'destination_ip': '10.10.159.183', 'port': 38, 'protocol': 'UDP'} 
2026-02-03 00:25:02.055404 -Reason : Allowed Packet : 192.168.108.252 - Packet :{'source_ip': '192.168.108.252', 'destination_ip': '10.10.245.245', 'port': 56713, 'protocol': 'TCP'} 
2026-02-03 00:25:02.347029 -Reason : Allowed Packet : 192.168.100.91 - Packet :{'source_ip': '192.168.100.91', 'destination_ip': '10.10.14.113', 'port': 66419, 'protocol': 'ICMP'} 
2026-02-03 00:25:02.502478 -Reason : Allowed Packet : 192.168.241.226 - Packet :{'source_ip': '192.168.241.226', 'destination_ip': '10.10.134.49', 'port': 19359, 'protocol': 'TCP'} 
2026-02-03 00:25:02.576597 -Reason : Allowed Packet : 192.168.163.152 - Packet :{'source_ip': '192.168.163.152', 'destination_ip': '10.10.241.142', 'port': 64148, 'protocol': 'TCP'} 
2026-02-03 00:25:02.855389 -Reason : Allowed Packet : 192.168.20.5 - Packet :{'source_ip': '192.168.20.5', 'destination_ip': '10.10.151.83', 'port': 52772, 'protocol': 'TCP'} 
2026-02-03 00:25:02.894273 -Reason : Allowed Packet : 192.168.157.17 - Packet :{'source_ip': '192.168.157.17', 'destination_ip': '10.10.159.244', 'port': 49640, 'protocol': 'ICMP'} 
2026-02-03 00:25:02.928966 -Reason : Allowed Packet : 192.168.96.7 - Packet :{'source_ip': '192.168.96.7', 'destination_ip': '10.10.45.18', 'port': 25650, 'protocol': 'ICMP'} 
2026-02-03 00:25:02.986233 -Reason : Allowed Packet : 192.168.198.72 - Packet :{'source_ip': '192.168.198.72', 'destination_ip': '10.10.42.66', 'port': 64122, 'protocol': 'ICMP'} 
2026-02-03 00:25:03.044266 -Reason : Allowed Packet : 192.168.169.138 - Packet :{'source_ip': '192.168.169.138', 'destination_ip': '10.10.194.244', 'port': 16361, 'protocol': 'TCP'} 
2026-02-03 00:25:03.060666 -Reason : Allowed Packet : 192.168.214.198 - Packet :{'source_ip': '192.168.214.198', 'destination_ip': '10.10.219.98', 'port': 59847, 'protocol': 'TCP'} 
2026-02-03 00:25:03.350323 -Reason : Allowed Packet : 192.168.199.224 - Packet :{'source_ip': '192.168.199.224', 'destination_ip': '10.10.148.189', 'port': 53681, 'protocol': 'ICMP'} 
