2026-02-03 00:06:47.344910 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.0.139', 'destination_ip': '10.10.180.254', 'port': 18709, 'protocol': 'UDP'} 
2026-02-03 00:23:20.231318 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.234.138', 'destination_ip': '10.10.254.116', 'port': 8330, 'protocol': 'UDP'} 
2026-02-03 00:23:20.317596 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.160.128', 'destination_ip': '10.10.183.206', 'port': 49995, 'protocol': 'TCP'} 
2026-02-03 00:23:20.598567 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.72.13', 'destination_ip': '10.10.208.9', 'port': 8429, 'protocol': 'TCP'} 
2026-02-03 00:23:20.643829 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.233.28', 'destination_ip': '10.10.201.109', 'port': 24022, 'protocol': 'UDP'} 
2026-02-03 00:23:20.648093 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.133.122', 'destination_ip': '10.10.244.233', 'port': 33127, 'protocol': 'TCP'} 
2026-02-03 00:23:20.681008 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.93.234', 'destination_ip': '10.10.197.94', 'port': 7050, 'protocol': 'TCP'} 
2026-02-03 00:23:20.702477 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.199.92', 'destination_ip': '10.10.202.220', 'port': 37339, 'protocol': 'UDP'} 
2026-02-03 00:23:20.745197 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.12.30', 'destination_ip': '10.10.19.128', 'port': 21838, 'protocol': 'ICMP'} 
2026-02-03 00:23:21.000245 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.79.177', 'destination_ip': '10.10.58.143', 'port': 41566, 'protocol': 'ICMP'} 
2026-02-03 00:23:21.234178 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.240.152', 'destination_ip': '10.10.219.67', 'port': 5470, 'protocol': 'ICMP'} 
2026-02-03 00:23:21.320010 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.204.234', 'destination_ip': '10.10.184.170', 'port': 29375, 'protocol': 'UDP'} 
2026-02-03 00:23:21.600153 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.18.192', 'destination_ip': '10.10.75.29', 'port': 5267, 'protocol': 'TCP'} 
2026-02-03 00:23:21.647058 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.218.224', 'destination_ip': '10.10.225.46', 'port': 29753, 'protocol': 'ICMP'} 
2026-02-03 00:23:21.651047 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.119.100', 'destination_ip': '10.10.90.161', 'port': 26962, 'protocol': 'TCP'} 
2026-02-03 00:23:21.682720 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.21.240', 'destination_ip': '10.10.248.142', 'port': 24168, 'protocol': 'UDP'} 
2026-02-03 00:23:21.703651 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.172.219', 'destination_ip': '10.10.10.250', 'port': 10897, 'protocol': 'TCP'} 
2026-02-03 00:23:21.746749 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.173.5', 'destination_ip': '10.10.27.47', 'port': 55027, 'protocol': 'UDP'} 
2026-02-03 00:23:22.005390 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.248.125', 'destination_ip': '10.10.120.88', 'port': 47130, 'protocol': 'TCP'} 
2026-02-03 00:23:22.235246 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.18.203', 'destination_ip': '10.10.131.2', 'port': 63957, 'protocol': 'ICMP'} 
2026-02-03 00:23:22.322836 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.19.24', 'destination_ip': '10.10.59.106', 'port': 38091, 'protocol': 'UDP'} 
2026-02-03 00:23:22.602823 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.124.239', 'destination_ip': '10.10.121.19', 'port': 58500, 'protocol': 'ICMP'} 
2026-02-03 00:23:22.648892 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.49.199', 'destination_ip': '10.10.105.106', 'port': 24363, 'protocol': 'UDP'} 
2026-02-03 00:23:22.653674 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.196.54', 'destination_ip': '10.10.164.210', 'port': 36574, 'protocol': 'UDP'} 
2026-02-03 00:23:22.684514 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.47.60', 'destination_ip': '10.10.28.125', 'port': 12688, 'protocol': 'ICMP'} 
2026-02-03 00:23:22.704830 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.144.58', 'destination_ip': '10.10.216.185', 'port': 65720, 'protocol': 'ICMP'} 
2026-02-03 00:23:22.749134 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.242.46', 'destination_ip': '10.10.175.99', 'port': 43997, 'protocol': 'UDP'} 
2026-02-03 00:23:23.009178 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.161.169', 'destination_ip': '10.10.67.151', 'port': 3525, 'protocol': 'ICMP'} 
2026-02-03 00:23:23.237819 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.179.5', 'destination_ip': '10.10.66.72', 'port': 4338, 'protocol': 'TCP'} 
2026-02-03 00:23:23.325942 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.199.139', 'destination_ip': '10.10.208.103', 'port': 60730, 'protocol': 'TCP'} 
2026-02-03 00:23:23.606337 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.208.246', 'destination_ip': '10.10.206.215', 'port': 37824, 'protocol': 'UDP'} 
2026-02-03 00:23:23.650698 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.78.60', 'destination_ip': '10.10.125.205', 'port': 41971, 'protocol': 'ICMP'} 
2026-02-03 00:23:23.656076 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.146.224', 'destination_ip': '10.10.235.225', 'port': 56408, 'protocol': 'UDP'} 
2026-02-03 00:23:23.688197 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.119.114', 'destination_ip': '10.10.130.141', 'port': 54737, 'protocol': 'ICMP'} 
2026-02-03 00:23:23.707042 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.89.191', 'destination_ip': '10.10.105.246', 'port': 41290, 'protocol': 'UDP'} 
2026-02-03 00:23:23.751501 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.92.149', 'destination_ip': '10.10.231.170', 'port': 66509, 'protocol': 'ICMP'} 
2026-02-03 00:23:24.012002 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.48.40', 'destination_ip': '10.10.77.107', 'port': 2657, 'protocol': 'UDP'} 
2026-02-03 00:23:24.241549 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.142.60', 'destination_ip': '10.10.220.180', 'port': 5349, 'protocol': 'UDP'} 
2026-02-03 00:23:24.328423 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.253.225', 'destination_ip': '10.10.164.163', 'port': 53903, 'protocol': 'TCP'} 
2026-02-03 00:23:24.609356 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.121.193', 'destination_ip': '10.10.249.141', 'port': 52396, 'protocol': 'UDP'} 
2026-02-03 00:23:24.652844 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.251.86', 'destination_ip': '10.10.229.78', 'port': 57729, 'protocol': 'TCP'} 
2026-02-03 00:23:24.659136 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.150.239', 'destination_ip': '10.10.236.179', 'port': 39338, 'protocol': 'TCP'} 
2026-02-03 00:23:24.689692 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.116.119', 'destination_ip': '10.10.10.194', 'port': 42451, 'protocol': 'TCP'} 
2026-02-03 00:23:24.708879 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.17.10', 'destination_ip': '10.10.217.137', 'port': 33805, 'protocol': 'UDP'} 
2026-02-03 00:23:24.753082 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.170.46', 'destination_ip': '10.10.129.66', 'port': 56764, 'protocol': 'UDP'} 
2026-02-03 00:23:25.016024 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.131.222', 'destination_ip': '10.10.87.11', 'port': 12618, 'protocol': 'ICMP'} 
2026-02-03 00:23:25.243935 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.99.208', 'destination_ip': '10.10.38.1', 'port': 60649, 'protocol': 'UDP'} 
2026-02-03 00:23:25.329378 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.62.44', 'destination_ip': '10.10.82.158', 'port': 32446, 'protocol': 'ICMP'} 
2026-02-03 00:23:25.610811 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.136.70', 'destination_ip': '10.10.105.179', 'port': 55728, 'protocol': 'TCP'} 
2026-02-03 00:23:25.655845 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.16.125', 'destination_ip': '10.10.127.138', 'port': 51457, 'protocol': 'UDP'} 
2026-02-03 00:23:25.661892 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.206.19', 'destination_ip': '10.10.179.222', 'port': 35721, 'protocol': 'ICMP'} 
2026-02-03 00:23:25.691007 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.191.146', 'destination_ip': '10.10.101.74', 'port': 24550, 'protocol': 'ICMP'} 
2026-02-03 00:23:25.710889 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.193.134', 'destination_ip': '10.10.42.167', 'port': 5019, 'protocol': 'UDP'} 
2026-02-03 00:23:25.754662 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.208.62', 'destination_ip': '10.10.211.252', 'port': 55009, 'protocol': 'TCP'} 
2026-02-03 00:23:26.018514 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.124.216', 'destination_ip': '10.10.34.190', 'port': 13039, 'protocol': 'ICMP'} 
2026-02-03 00:23:26.245729 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.218.125', 'destination_ip': '10.10.29.86', 'port': 24475, 'protocol': 'UDP'} 
2026-02-03 00:23:26.331593 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.234.185', 'destination_ip': '10.10.106.51', 'port': 7544, 'protocol': 'ICMP'} 
2026-02-03 00:23:26.614081 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.120.150', 'destination_ip': '10.10.240.41', 'port': 20028, 'protocol': 'UDP'} 
2026-02-03 00:23:26.658760 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.111.87', 'destination_ip': '10.10.197.214', 'port': 1559, 'protocol': 'TCP'} 
2026-02-03 00:23:26.663386 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.194.134', 'destination_ip': '10.10.12.71', 'port': 51443, 'protocol': 'TCP'} 
2026-02-03 00:23:26.693126 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.155.20', 'destination_ip': '10.10.157.175', 'port': 30525, 'protocol': 'ICMP'} 
2026-02-03 00:23:26.712892 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.90.147', 'destination_ip': '10.10.141.186', 'port': 13044, 'protocol': 'TCP'} 
2026-02-03 00:23:26.756016 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.191.37', 'destination_ip': '10.10.173.48', 'port': 18600, 'protocol': 'ICMP'} 
2026-02-03 00:23:27.021760 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.6.90', 'destination_ip': '10.10.122.25', 'port': 13682, 'protocol': 'TCP'} 
2026-02-03 00:23:27.248575 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.74.125', 'destination_ip': '10.10.98.125', 'port': 25609, 'protocol': 'TCP'} 
2026-02-03 00:23:27.333120 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.99.195', 'destination_ip': '10.10.118.88', 'port': 32585, 'protocol': 'TCP'} 
2026-02-03 00:23:27.616904 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.35.177', 'destination_ip': '10.10.118.139', 'port': 768, 'protocol': 'TCP'} 
2026-02-03 00:23:27.659948 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.196.21', 'destination_ip': '10.10.84.9', 'port': 62422, 'protocol': 'UDP'} 
2026-02-03 00:23:27.666511 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.47.113', 'destination_ip': '10.10.66.40', 'port': 4973, 'protocol': 'UDP'} 
2026-02-03 00:23:27.693794 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.12.154', 'destination_ip': '10.10.123.185', 'port': 15286, 'protocol': 'UDP'} 
2026-02-03 00:23:27.715119 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.44.129', 'destination_ip': '10.10.127.182', 'port': 11128, 'protocol': 'TCP'} 
2026-02-03 00:23:27.758666 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.96.196', 'destination_ip': '10.10.72.191', 'port': 18630, 'protocol': 'UDP'} 
2026-02-03 00:23:28.025200 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.240.184', 'destination_ip': '10.10.31.216', 'port': 36767, 'protocol': 'ICMP'} 
2026-02-03 00:23:28.249720 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.210.90', 'destination_ip': '10.10.131.157', 'port': 16270, 'protocol': 'TCP'} 
2026-02-03 00:23:28.335121 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.153.160', 'destination_ip': '10.10.124.170', 'port': 27901, 'protocol': 'TCP'} 
2026-02-03 00:23:28.618142 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.169.221', 'destination_ip': '10.10.19.1', 'port': 27237, 'protocol': 'ICMP'} 
2026-02-03 00:23:28.661207 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.4.212', 'destination_ip': '10.10.93.60', 'port': 53203, 'protocol': 'UDP'} 
2026-02-03 00:23:28.667964 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.72.155', 'destination_ip': '10.10.163.167', 'port': 32079, 'protocol': 'UDP'} 
2026-02-03 00:23:28.694851 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.163.132', 'destination_ip': '10.10.143.192', 'port': 23628, 'protocol': 'TCP'} 
2026-02-03 00:23:28.718869 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.31.225', 'destination_ip': '10.10.16.9', 'port': 29938, 'protocol': 'ICMP'} 
2026-02-03 00:23:28.759870 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.98.149', 'destination_ip': '10.10.226.56', 'port': 3109, 'protocol': 'TCP'} 
2026-02-03 00:23:29.029251 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.163.139', 'destination_ip': '10.10.74.133', 'port': 24716, 'protocol': 'UDP'} 
2026-02-03 00:23:29.250554 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.106.140', 'destination_ip': '10.10.47.181', 'port': 9842, 'protocol': 'ICMP'} 
2026-02-03 00:23:29.337068 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.102.73', 'destination_ip': '10.10.13.187', 'port': 51510, 'protocol': 'UDP'} 
2026-02-03 00:23:29.619680 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.252.58', 'destination_ip': '10.10.162.95', 'port': 63237, 'protocol': 'TCP'} 
2026-02-03 00:23:29.663011 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.187.110', 'destination_ip': '10.10.57.10', 'port': 30775, 'protocol': 'TCP'} 
2026-02-03 00:23:29.670699 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.84.124', 'destination_ip': '10.10.35.111', 'port': 27775, 'protocol': 'ICMP'} 
2026-02-03 00:23:29.696488 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.250.139', 'destination_ip': '10.10.28.109', 'port': 272, 'protocol': 'ICMP'} 
2026-02-03 00:23:29.719610 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.76.98', 'destination_ip': '10.10.14.89', 'port': 11009, 'protocol': 'UDP'} 
2026-02-03 00:23:29.761886 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.114.76', 'destination_ip': '10.10.107.38', 'port': 9545, 'protocol': 'ICMP'} 
2026-02-03 00:23:30.031781 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.145.159', 'destination_ip': '10.10.226.251', 'port': 41634, 'protocol': 'UDP'} 
2026-02-03 00:23:30.252052 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.8.46', 'destination_ip': '10.10.97.186', 'port': 51741, 'protocol': 'UDP'} 
2026-02-03 00:23:30.338248 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.253.253', 'destination_ip': '10.10.210.229', 'port': 65895, 'protocol': 'TCP'} 
2026-02-03 00:23:30.622440 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.249.144', 'destination_ip': '10.10.139.151', 'port': 46948, 'protocol': 'UDP'} 
2026-02-03 00:23:30.665080 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.92.66', 'destination_ip': '10.10.13.86', 'port': 48317, 'protocol': 'TCP'} 
2026-02-03 00:23:30.675798 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.16.179', 'destination_ip': '10.10.146.18', 'port': 3147, 'protocol': 'UDP'} 
2026-02-03 00:23:30.697858 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.130.190', 'destination_ip': '10.10.89.80', 'port': 9084, 'protocol': 'UDP'} 
2026-02-03 00:23:30.721529 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.194.68', 'destination_ip': '10.10.15.49', 'port': 62521, 'protocol': 'UDP'} 
2026-02-03 00:23:30.762900 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.36.167', 'destination_ip': '10.10.64.51', 'port': 45199, 'protocol': 'TCP'} 
2026-02-03 00:23:31.033953 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.188.209', 'destination_ip': '10.10.13.85', 'port': 23473, 'protocol': 'UDP'} 
2026-02-03 00:23:31.254360 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.249.67', 'destination_ip': '10.10.217.52', 'port': 53759, 'protocol': 'UDP'} 
2026-02-03 00:23:31.339376 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.11.6', 'destination_ip': '10.10.251.162', 'port': 49528, 'protocol': 'ICMP'} 
2026-02-03 00:23:31.624109 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.235.8', 'destination_ip': '10.10.7.65', 'port': 2020, 'protocol': 'ICMP'} 
2026-02-03 00:23:31.667419 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.209.111', 'destination_ip': '10.10.142.71', 'port': 64351, 'protocol': 'UDP'} 
2026-02-03 00:23:31.677644 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.246.131', 'destination_ip': '10.10.101.48', 'port': 51655, 'protocol': 'TCP'} 
2026-02-03 00:23:31.699952 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.172.231', 'destination_ip': '10.10.211.114', 'port': 28468, 'protocol': 'UDP'} 
2026-02-03 00:23:31.724251 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.184.65', 'destination_ip': '10.10.228.172', 'port': 50361, 'protocol': 'TCP'} 
2026-02-03 00:23:31.764236 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.192.166', 'destination_ip': '10.10.168.121', 'port': 55203, 'protocol': 'ICMP'} 
2026-02-03 00:23:32.035445 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.109.174', 'destination_ip': '10.10.51.82', 'port': 27767, 'protocol': 'UDP'} 
2026-02-03 00:23:32.255963 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.19.226', 'destination_ip': '10.10.29.14', 'port': 56137, 'protocol': 'ICMP'} 
2026-02-03 00:23:32.342195 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.121.175', 'destination_ip': '10.10.89.200', 'port': 16669, 'protocol': 'TCP'} 
2026-02-03 00:23:32.626222 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.36.209', 'destination_ip': '10.10.40.42', 'port': 53704, 'protocol': 'ICMP'} 
2026-02-03 00:23:32.668195 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.132.33', 'destination_ip': '10.10.244.36', 'port': 41405, 'protocol': 'TCP'} 
2026-02-03 00:23:32.679396 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.199.91', 'destination_ip': '10.10.171.131', 'port': 12483, 'protocol': 'ICMP'} 
2026-02-03 00:23:32.701305 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.164.160', 'destination_ip': '10.10.168.22', 'port': 18926, 'protocol': 'ICMP'} 
2026-02-03 00:23:32.725201 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.81.176', 'destination_ip': '10.10.37.169', 'port': 38146, 'protocol': 'UDP'} 
2026-02-03 00:23:32.767145 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.63.37', 'destination_ip': '10.10.195.54', 'port': 35628, 'protocol': 'ICMP'} 
2026-02-03 00:23:33.036893 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.2.3', 'destination_ip': '10.10.136.46', 'port': 58482, 'protocol': 'ICMP'} 
2026-02-03 00:23:33.257542 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.136.133', 'destination_ip': '10.10.124.99', 'port': 34201, 'protocol': 'UDP'} 
2026-02-03 00:23:33.343402 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.28.102', 'destination_ip': '10.10.97.27', 'port': 20680, 'protocol': 'ICMP'} 
2026-02-03 00:23:33.630609 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.16.70', 'destination_ip': '10.10.252.160', 'port': 20629, 'protocol': 'TCP'} 
2026-02-03 00:23:33.669227 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.20.38', 'destination_ip': '10.10.189.39', 'port': 24058, 'protocol': 'UDP'} 
2026-02-03 00:23:33.681259 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.60.190', 'destination_ip': '10.10.239.98', 'port': 10580, 'protocol': 'UDP'} 
2026-02-03 00:23:33.702112 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.131.167', 'destination_ip': '10.10.127.171', 'port': 19231, 'protocol': 'TCP'} 
2026-02-03 00:23:33.726489 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.244.52', 'destination_ip': '10.10.223.42', 'port': 15372, 'protocol': 'UDP'} 
2026-02-03 00:23:33.769016 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.90.85', 'destination_ip': '10.10.68.177', 'port': 60556, 'protocol': 'ICMP'} 
2026-02-03 00:23:34.038653 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.226.18', 'destination_ip': '10.10.33.143', 'port': 3050, 'protocol': 'ICMP'} 
2026-02-03 00:23:34.259893 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.208.26', 'destination_ip': '10.10.2.150', 'port': 13010, 'protocol': 'UDP'} 
2026-02-03 00:23:34.346025 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.128.35', 'destination_ip': '10.10.150.44', 'port': 11499, 'protocol': 'ICMP'} 
2026-02-03 00:23:34.632059 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.191.147', 'destination_ip': '10.10.184.110', 'port': 45994, 'protocol': 'TCP'} 
2026-02-03 00:23:34.670798 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.232.169', 'destination_ip': '10.10.162.173', 'port': 28518, 'protocol': 'TCP'} 
2026-02-03 00:23:34.682278 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.147.81', 'destination_ip': '10.10.32.106', 'port': 21689, 'protocol': 'UDP'} 
2026-02-03 00:23:34.703357 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.11.3', 'destination_ip': '10.10.173.191', 'port': 14009, 'protocol': 'TCP'} 
2026-02-03 00:23:34.728359 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.198.103', 'destination_ip': '10.10.190.244', 'port': 51730, 'protocol': 'TCP'} 
2026-02-03 00:23:34.770291 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.19.46', 'destination_ip': '10.10.100.75', 'port': 12274, 'protocol': 'TCP'} 
2026-02-03 00:23:35.040437 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.172.186', 'destination_ip': '10.10.24.226', 'port': 30702, 'protocol': 'TCP'} 
2026-02-03 00:23:35.262607 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.57.137', 'destination_ip': '10.10.214.133', 'port': 52493, 'protocol': 'TCP'} 
2026-02-03 00:23:35.347122 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.112.21', 'destination_ip': '10.10.248.237', 'port': 62948, 'protocol': 'UDP'} 
2026-02-03 00:23:35.633874 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.48.196', 'destination_ip': '10.10.129.115', 'port': 22862, 'protocol': 'ICMP'} 
2026-02-03 00:23:35.671909 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.62.110', 'destination_ip': '10.10.9.216', 'port': 31595, 'protocol': 'UDP'} 
2026-02-03 00:23:35.684257 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.127.105', 'destination_ip': '10.10.94.30', 'port': 28888, 'protocol': 'UDP'} 
2026-02-03 00:23:35.704661 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.140.186', 'destination_ip': '10.10.41.33', 'port': 40915, 'protocol': 'TCP'} 
2026-02-03 00:23:35.729618 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.13.132', 'destination_ip': '10.10.46.68', 'port': 46056, 'protocol': 'UDP'} 
2026-02-03 00:23:35.771927 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.42.119', 'destination_ip': '10.10.165.181', 'port': 56393, 'protocol': 'UDP'} 
